matricula;AnoMes_Formatted;leads;trabalhado;abordado;negociado;rec_orcamento;cotado;transm_bru;transm_liq;rec_canc_transm;premio_transm;premio_rec_canc;premio_emi;ticket_med_bru;ticket_med_lid;%Trabalhado;%Abordado;%Cotado;%Conversão_Bruta;%Conversão_Líquida;%Eficiência;AnoMes_Formatted:1;monitoria;sac;tempo_logado;Status_Meta;Operador_Sequencial
4400209;202103;2;2;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;202103;75;0;22104;abaixo da meta;1
4400210;202109;24;24;24;18;2;16;8;8;0;23590;0;23590;5897,5;5897,5;1;1;0,666666667;0,5;0,5;0,333333333;202109;null;null;null;abaixo da meta;1
4400211;202103;16;16;16;16;2;14;10;10;0;29446;0;29446;5889,2;5889,2;1;1;0,875;0,714285714;0,714285714;0,625;202103;75;0;21581;abaixo da meta;1
4400212;202101;10;10;10;8;2;6;4;4;0;11232;0;11232;5616;5616;1;1;0,6;0,666666667;0,666666667;0,4;202101;null;null;null;abaixo da meta;1
4400213;202101;8;8;8;2;0;2;0;0;0;0;0;0;0;0;1;1;0,25;0;0;0;202101;86;0;22640;abaixo da meta;1
4400216;202105;12;12;6;2;2;0;0;0;0;0;0;0;0;0;1;0,5;0;0;0;0;202105;null;null;null;abaixo da meta;1
4400216;202106;22;22;22;20;0;20;0;0;0;0;0;0;0;0;1;1;0,909090909;0;0;0;202106;null;null;null;abaixo da meta;1
4400216;202109;18;18;18;10;0;10;6;4;2;13940;3320;10620;4646,666666;5310;1;1;0,555555556;0,6;0,4;0,222222222;202109;null;null;null;abaixo da meta;1
4400217;202109;14;14;14;2;0;2;2;2;0;3524;0;3524;3524;3524;1;1;0,142857143;1;1;0,142857143;202109;null;null;null;abaixo da meta;1
4400218;202104;14;14;12;6;0;6;0;0;0;0;0;0;0;0;1;0,857142857;0,5;0;0;0;202104;null;null;null;abaixo da meta;1
4400218;202105;2;2;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;202105;null;null;null;abaixo da meta;1
4400220;202106;20;20;20;16;2;14;2;0;2;7794;7794;0;7794;0;1;1;0,7;0,142857143;0;0;202106;null;null;null;abaixo da meta;1
4400221;202105;6;6;6;6;0;6;2;0;2;5344;5344;0;5344;0;1;1;1;0,333333333;0;0;202105;58;0;27726;abaixo da meta;1
4400221;202105;6;6;6;6;0;6;2;0;2;5344;5344;0;5344;0;1;1;1;0,333333333;0;0;202105;74;0;21436;abaixo da meta;2
4400221;202107;30;30;30;24;14;10;2;2;0;2184;0;2184;2184;2184;1;1;0,333333333;0,2;0,2;0,066666667;202107;58;0;27726;abaixo da meta;1
4400221;202107;30;30;30;24;14;10;2;2;0;2184;0;2184;2184;2184;1;1;0,333333333;0,2;0,2;0,066666667;202107;74;0;21436;abaixo da meta;2
4400222;202102;4;4;4;4;0;4;0;0;0;0;0;0;0;0;1;1;1;0;0;0;202102;61;0;22136;abaixo da meta;1
4400222;202106;24;24;24;16;4;12;6;6;0;9246;0;9246;3082;3082;1;1;0,5;0,5;0,5;0,25;202106;61;0;22136;abaixo da meta;1
4400222;202109;4;4;4;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;202109;61;0;22136;abaixo da meta;1
4400224;202104;16;16;16;16;0;16;6;6;0;8320;0;8320;2773,333334;2773,333334;1;1;1;0,375;0,375;0,375;202104;null;null;null;abaixo da meta;1
4400225;202109;4;4;4;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;202109;null;null;null;abaixo da meta;1
4400226;202107;10;10;10;10;2;8;2;2;0;2806;0;2806;2806;2806;1;1;0,8;0,25;0,25;0,2;202107;77;0;21553;abaixo da meta;1
4400227;202103;20;20;20;16;6;10;4;4;0;6652;0;6652;3326;3326;1;1;0,5;0,4;0,4;0,2;202103;94;0;24222;abaixo da meta;1
4400228;202106;20;20;20;16;0;16;12;12;0;35106;0;35106;5851;5851;1;1;0,8;0,75;0,75;0,6;202106;null;null;null;abaixo da meta;1
4400229;202104;12;12;12;4;0;4;0;0;0;0;0;0;0;0;1;1;0,333333333;0;0;0;202104;null;null;null;abaixo da meta;1
4400230;202103;2;2;2;2;2;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;202103;50;0;25728;abaixo da meta;1
4400230;202109;14;14;14;6;2;4;0;0;0;0;0;0;0;0;1;1;0,285714286;0;0;0;202109;50;0;25728;abaixo da meta;1
4400232;202106;4;4;4;2;0;2;2;2;0;3378;0;3378;3378;3378;1;1;0,5;1;1;0,5;202106;56;0;24339;abaixo da meta;1
4400232;202108;18;18;18;10;2;8;4;4;0;9724;0;9724;4862;4862;1;1;0,444444444;0,5;0,5;0,222222222;202108;56;0;24339;abaixo da meta;1
4400233;202105;10;10;10;8;0;8;2;2;0;5132;0;5132;5132;5132;1;1;0,8;0,25;0,25;0,2;202105;54;0;25847;abaixo da meta;1
4400235;202103;4;4;4;2;0;2;0;0;0;0;0;0;0;0;1;1;0,5;0;0;0;202103;61;0;22602;abaixo da meta;1
4400235;202105;8;8;8;6;0;6;2;2;0;2086;0;2086;2086;2086;1;1;0,75;0,333333333;0,333333333;0,25;202105;61;0;22602;abaixo da meta;1
4400236;202103;8;8;8;8;0;8;6;6;0;10164;0;10164;3388;3388;1;1;1;0,75;0,75;0,75;202103;55;0;24221;abaixo da meta;1
4400236;202106;24;24;24;18;2;16;0;0;0;0;0;0;0;0;1;1;0,666666667;0;0;0;202106;55;0;24221;abaixo da meta;1
4400237;202105;20;20;20;20;4;16;8;8;0;20350;0;20350;5087,5;5087,5;1;1;0,8;0,5;0,5;0,4;202105;59;0;29049;abaixo da meta;1
4400237;202105;20;20;20;20;4;16;8;8;0;20350;0;20350;5087,5;5087,5;1;1;0,8;0,5;0,5;0,4;202105;86;0;25443;abaixo da meta;2
4400237;202105;12;12;12;10;0;10;2;2;0;2838;0;2838;2838;2838;1;1;0,833333333;0,2;0,2;0,166666667;202105;59;0;29049;abaixo da meta;3
4400237;202105;12;12;12;10;0;10;2;2;0;2838;0;2838;2838;2838;1;1;0,833333333;0,2;0,2;0,166666667;202105;86;0;25443;abaixo da meta;4
4400237;202107;16;16;16;14;0;14;6;6;0;8788;0;8788;2929,333334;2929,333334;1;1;0,875;0,428571429;0,428571429;0,375;202107;59;0;29049;abaixo da meta;1
4400237;202107;16;16;16;14;0;14;6;6;0;8788;0;8788;2929,333334;2929,333334;1;1;0,875;0,428571429;0,428571429;0,375;202107;86;0;25443;abaixo da meta;2
4400238;202107;12;12;10;8;2;6;2;2;0;3174;0;3174;3174;3174;1;0,833333333;0,6;0,333333333;0,333333333;0,166666667;202107;50;0;23529;abaixo da meta;1
4400238;202107;12;12;10;8;2;6;2;2;0;3174;0;3174;3174;3174;1;0,833333333;0,6;0,333333333;0,333333333;0,166666667;202107;82;0;27105;abaixo da meta;2
4400238;202108;18;18;18;18;2;16;4;4;0;6502;0;6502;3251;3251;1;1;0,888888889;0,25;0,25;0,222222222;202108;50;0;23529;abaixo da meta;1
4400238;202108;18;18;18;18;2;16;4;4;0;6502;0;6502;3251;3251;1;1;0,888888889;0,25;0,25;0,222222222;202108;82;0;27105;abaixo da meta;2
4400238;202108;4;4;4;4;0;4;0;0;0;0;0;0;0;0;1;1;1;0;0;0;202108;50;0;23529;abaixo da meta;3
4400238;202108;4;4;4;4;0;4;0;0;0;0;0;0;0;0;1;1;1;0;0;0;202108;82;0;27105;abaixo da meta;4
4400241;202104;22;22;22;22;4;18;2;2;0;2854;0;2854;2854;2854;1;1;0,818181818;0,111111111;0,111111111;0,090909091;202104;null;null;null;abaixo da meta;1
4400241;202108;14;14;14;12;2;10;8;8;0;18486;0;18486;4621,5;4621,5;1;1;0,714285714;0,8;0,8;0,571428571;202108;null;null;null;abaixo da meta;1
4400242;202101;2;2;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;202101;99;0;21530;abaixo da meta;1
4400242;202103;8;8;8;6;0;6;4;4;0;20330;0;20330;10165;10165;1;1;0,75;0,666666667;0,666666667;0,5;202103;99;0;21530;abaixo da meta;1
4400242;202106;8;8;8;4;0;4;2;0;2;7116;7116;0;7116;0;1;1;0,5;0,5;0;0;202106;99;0;21530;abaixo da meta;1
4400243;202102;14;14;14;12;4;8;2;2;0;6018;0;6018;6018;6018;1;1;0,571428571;0,25;0,25;0,142857143;202102;null;null;null;abaixo da meta;1
4400244;202103;22;22;22;14;6;8;2;2;0;3442;0;3442;3442;3442;1;1;0,363636364;0,25;0,25;0,090909091;202103;70;0;21707;abaixo da meta;1
4400244;202103;22;22;22;14;6;8;2;2;0;3442;0;3442;3442;3442;1;1;0,363636364;0,25;0,25;0,090909091;202103;95;0;21337;abaixo da meta;2
4400244;202104;10;10;10;8;0;8;0;0;0;0;0;0;0;0;1;1;0,8;0;0;0;202104;70;0;21707;abaixo da meta;1
4400244;202104;10;10;10;8;0;8;0;0;0;0;0;0;0;0;1;1;0,8;0;0;0;202104;95;0;21337;abaixo da meta;2
4400244;202105;8;8;8;6;2;4;0;0;0;0;0;0;0;0;1;1;0,5;0;0;0;202105;70;0;21707;abaixo da meta;1
4400244;202105;8;8;8;6;2;4;0;0;0;0;0;0;0;0;1;1;0,5;0;0;0;202105;95;0;21337;abaixo da meta;2
4400245;202102;8;8;8;4;4;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;202102;null;null;null;abaixo da meta;1
4400245;202104;66;66;58;0;0;0;0;0;0;0;0;0;0;0;1;0,878787879;0;0;0;0;202104;null;null;null;abaixo da meta;1
4400245;202105;16;16;14;2;2;0;0;0;0;0;0;0;0;0;1;0,875;0;0;0;0;202105;null;null;null;abaixo da meta;1
4400246;202101;4;4;4;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;202101;51;0;25878;abaixo da meta;1
4400247;202104;6;6;6;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;202104;null;null;null;abaixo da meta;1
4400248;202108;6;6;6;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;202108;null;null;null;abaixo da meta;1
4400249;202101;22;22;22;14;0;14;4;4;0;8594;0;8594;4297;4297;1;1;0,636363636;0,285714286;0,285714286;0,181818182;202101;85;0;27989;abaixo da meta;1
4400249;202103;22;22;22;8;4;4;0;0;0;0;0;0;0;0;1;1;0,181818182;0;0;0;202103;85;0;27989;abaixo da meta;1
4400250;202105;2;2;2;2;0;2;0;0;0;0;0;0;0;0;1;1;1;0;0;0;202105;84;0;22906;abaixo da meta;1
4400253;202105;2;2;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;202105;null;null;null;abaixo da meta;1
4400254;202102;14;14;14;4;0;4;0;0;0;0;0;0;0;0;1;1;0,285714286;0;0;0;202102;null;null;null;abaixo da meta;1
4400256;202104;22;22;22;18;2;16;4;4;0;9352;0;9352;4676;4676;1;1;0,727272727;0,25;0,25;0,181818182;202104;null;null;null;abaixo da meta;1
4400256;202108;12;12;12;12;2;10;2;2;0;4788;0;4788;4788;4788;1;1;0,833333333;0,2;0,2;0,166666667;202108;null;null;null;abaixo da meta;1
4400258;202103;10;10;10;10;4;6;0;0;0;0;0;0;0;0;1;1;0,6;0;0;0;202103;null;null;null;abaixo da meta;1
4400258;202105;16;16;16;16;2;14;8;8;0;21822;0;21822;5455,5;5455,5;1;1;0,875;0,571428571;0,571428571;0,5;202105;null;null;null;abaixo da meta;1
4400259;202107;6;6;6;4;0;4;4;2;2;7066;4178;2888;3533;2888;1;1;0,666666667;1;0,5;0,333333333;202107;null;null;null;abaixo da meta;1
4400260;202103;10;10;10;8;4;4;2;2;0;1844;0;1844;1844;1844;1;1;0,4;0,5;0,5;0,2;202103;null;null;null;abaixo da meta;1
4400261;202103;2;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;202103;67;0;28432;abaixo da meta;1
4400261;202103;18;18;18;14;0;14;6;6;0;19282;0;19282;6427,333334;6427,333334;1;1;0,777777778;0,428571429;0,428571429;0,333333333;202103;67;0;28432;abaixo da meta;2
4400262;202109;4;4;4;2;0;2;0;0;0;0;0;0;0;0;1;1;0,5;0;0;0;202109;null;null;null;abaixo da meta;1
4400263;202101;2;2;2;2;0;2;0;0;0;0;0;0;0;0;1;1;1;0;0;0;202101;95;0;21682;abaixo da meta;1
4400263;202102;8;8;8;4;0;4;2;2;0;6122;0;6122;6122;6122;1;1;0,5;0,5;0,5;0,25;202102;95;0;21682;abaixo da meta;1
4400265;202103;2;2;2;2;2;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;202103;null;null;null;abaixo da meta;1
4400265;202107;6;6;6;2;0;2;2;2;0;1276;0;1276;1276;1276;1;1;0,333333333;1;1;0,333333333;202107;null;null;null;abaixo da meta;1
4400267;202101;4;4;4;4;2;2;0;0;0;0;0;0;0;0;1;1;0,5;0;0;0;202101;64;0;26471;abaixo da meta;1
4400267;202105;2;2;2;2;0;2;0;0;0;0;0;0;0;0;1;1;1;0;0;0;202105;64;0;26471;abaixo da meta;1
4400268;202102;16;16;16;16;2;14;8;8;0;13498;0;13498;3374,5;3374,5;1;1;0,875;0,571428571;0,571428571;0,5;202102;null;null;null;abaixo da meta;1
4400268;202106;20;20;20;12;2;10;2;2;0;21390;0;21390;21390;21390;1;1;0,5;0,2;0,2;0,1;202106;null;null;null;abaixo da meta;1
4400269;202101;8;8;8;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;202101;null;null;null;abaixo da meta;1
4400270;202101;12;12;12;12;6;6;2;2;0;4338;0;4338;4338;4338;1;1;0,5;0,333333333;0,333333333;0,166666667;202101;87;0;28115;abaixo da meta;1
4400270;202103;24;24;24;20;10;10;0;0;0;0;0;0;0;0;1;1;0,416666667;0;0;0;202103;87;0;28115;abaixo da meta;1
4400270;202106;12;12;12;12;2;10;2;2;0;1316;0;1316;1316;1316;1;1;0,833333333;0,2;0,2;0,166666667;202106;87;0;28115;abaixo da meta;1
4400271;202102;4;4;4;4;0;4;0;0;0;0;0;0;0;0;1;1;1;0;0;0;202102;85;0;22291;abaixo da meta;1
4400271;202102;4;4;4;4;0;4;0;0;0;0;0;0;0;0;1;1;1;0;0;0;202102;93;0;22817;abaixo da meta;2
4400271;202102;10;10;10;4;0;4;2;2;0;4290;0;4290;4290;4290;1;1;0,4;0,5;0,5;0,2;202102;85;0;22291;abaixo da meta;3
4400271;202102;10;10;10;4;0;4;2;2;0;4290;0;4290;4290;4290;1;1;0,4;0,5;0,5;0,2;202102;93;0;22817;abaixo da meta;4
4400271;202105;22;22;20;8;2;6;0;0;0;0;0;0;0;0;1;0,909090909;0,3;0;0;0;202105;85;0;22291;abaixo da meta;1
4400271;202105;22;22;20;8;2;6;0;0;0;0;0;0;0;0;1;0,909090909;0,3;0;0;0;202105;93;0;22817;abaixo da meta;2
4400272;202106;54;54;24;14;6;8;0;0;0;0;0;0;0;0;1;0,444444444;0,333333333;0;0;0;202106;58;0;28509;abaixo da meta;1
4400273;202105;8;8;8;8;0;8;2;2;0;6842;0;6842;6842;6842;1;1;1;0,25;0,25;0,25;202105;null;null;null;abaixo da meta;1
4400273;202105;6;4;4;4;0;4;4;4;0;8254;0;8254;4127;4127;0,666666667;1;1;1;1;0,666666667;202105;null;null;null;abaixo da meta;2
4400273;202106;18;18;18;14;6;8;0;0;0;0;0;0;0;0;1;1;0,444444444;0;0;0;202106;null;null;null;abaixo da meta;1
4400273;202107;22;22;20;6;0;6;4;2;2;9146;6738;2408;4573;2408;1;0,909090909;0,3;0,666666667;0,333333333;0,090909091;202107;null;null;null;abaixo da meta;1
4400274;202102;8;8;8;6;0;6;2;2;0;2990;0;2990;2990;2990;1;1;0,75;0,333333333;0,333333333;0,25;202102;null;null;null;abaixo da meta;1
4400274;202109;22;22;22;20;4;16;2;2;0;4030;0;4030;4030;4030;1;1;0,727272727;0,125;0,125;0,090909091;202109;null;null;null;abaixo da meta;1
4400276;202101;12;12;12;10;2;8;0;0;0;0;0;0;0;0;1;1;0,666666667;0;0;0;202101;67;0;26165;abaixo da meta;1
4400276;202107;10;10;8;8;0;8;0;0;0;0;0;0;0;0;1;0,8;1;0;0;0;202107;67;0;26165;abaixo da meta;1
4400277;202101;2;2;2;2;0;2;0;0;0;0;0;0;0;0;1;1;1;0;0;0;202101;71;0;26554;abaixo da meta;1
4400277;202102;4;4;4;2;0;2;0;0;0;0;0;0;0;0;1;1;0,5;0;0;0;202102;71;0;26554;abaixo da meta;1
4400277;202103;16;16;16;16;0;16;10;10;0;20090;0;20090;4018;4018;1;1;1;0,625;0,625;0,625;202103;71;0;26554;abaixo da meta;1
4400277;202109;20;20;20;12;0;12;0;0;0;0;0;0;0;0;1;1;0,6;0;0;0;202109;71;0;26554;abaixo da meta;1
4400277;202109;10;10;10;10;2;8;4;4;0;7250;0;7250;3625;3625;1;1;0,8;0,5;0,5;0,4;202109;71;0;26554;abaixo da meta;2
4400277;202109;20;20;20;16;0;16;6;6;0;11064;0;11064;3688;3688;1;1;0,8;0,375;0,375;0,3;202109;71;0;26554;abaixo da meta;3
4400278;202102;14;14;12;10;8;2;2;2;0;2662;0;2662;2662;2662;1;0,857142857;0,166666667;1;1;0,142857143;202102;null;null;null;abaixo da meta;1
4400279;202101;10;10;10;6;0;6;0;0;0;0;0;0;0;0;1;1;0,6;0;0;0;202101;null;null;null;abaixo da meta;1
4400280;202104;14;14;14;12;4;8;0;0;0;0;0;0;0;0;1;1;0,571428571;0;0;0;202104;null;null;null;abaixo da meta;1
4400281;202108;12;12;12;2;0;2;0;0;0;0;0;0;0;0;1;1;0,166666667;0;0;0;202108;null;null;null;abaixo da meta;1
4400282;202103;8;8;8;4;4;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;202103;null;null;null;abaixo da meta;1
4400282;202105;4;4;4;2;0;2;0;0;0;0;0;0;0;0;1;1;0,5;0;0;0;202105;null;null;null;abaixo da meta;1
4400283;202103;4;4;4;2;0;2;0;0;0;0;0;0;0;0;1;1;0,5;0;0;0;202103;82;0;29441;abaixo da meta;1
4400283;202103;4;4;4;2;0;2;0;0;0;0;0;0;0;0;1;1;0,5;0;0;0;202103;83;0;27329;abaixo da meta;2
4400283;202107;10;10;10;2;0;2;2;2;0;6790;0;6790;6790;6790;1;1;0,2;1;1;0,2;202107;82;0;29441;abaixo da meta;1
4400283;202107;10;10;10;2;0;2;2;2;0;6790;0;6790;6790;6790;1;1;0,2;1;1;0,2;202107;83;0;27329;abaixo da meta;2
4400283;202108;6;6;6;6;0;6;2;2;0;3876;0;3876;3876;3876;1;1;1;0,333333333;0,333333333;0,333333333;202108;82;0;29441;abaixo da meta;1
4400283;202108;6;6;6;6;0;6;2;2;0;3876;0;3876;3876;3876;1;1;1;0,333333333;0,333333333;0,333333333;202108;83;0;27329;abaixo da meta;2
4400284;202102;2;2;2;2;0;2;0;0;0;0;0;0;0;0;1;1;1;0;0;0;202102;99;0;24708;abaixo da meta;1
4400284;202105;16;16;16;12;2;10;0;0;0;0;0;0;0;0;1;1;0,625;0;0;0;202105;99;0;24708;abaixo da meta;1
4400284;202106;10;10;10;4;0;4;2;2;0;4556;0;4556;4556;4556;1;1;0,4;0,5;0,5;0,2;202106;99;0;24708;abaixo da meta;1
4400285;202102;4;4;4;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;202102;62;0;26420;abaixo da meta;1
4400286;202102;22;22;22;20;6;14;0;0;0;0;0;0;0;0;1;1;0,636363636;0;0;0;202102;51;0;27069;abaixo da meta;1
4400286;202102;22;22;22;20;6;14;0;0;0;0;0;0;0;0;1;1;0,636363636;0;0;0;202102;92;0;27895;abaixo da meta;2
4400286;202103;16;16;16;10;0;10;6;4;2;10532;2154;8378;3510,666666;4189;1;1;0,625;0,6;0,4;0,25;202103;51;0;27069;abaixo da meta;1
4400286;202103;16;16;16;10;0;10;6;4;2;10532;2154;8378;3510,666666;4189;1;1;0,625;0,6;0,4;0,25;202103;92;0;27895;abaixo da meta;2
4400286;202106;16;16;16;16;2;14;4;4;0;8776;0;8776;4388;4388;1;1;0,875;0,285714286;0,285714286;0,25;202106;51;0;27069;abaixo da meta;1
4400286;202106;16;16;16;16;2;14;4;4;0;8776;0;8776;4388;4388;1;1;0,875;0,285714286;0,285714286;0,25;202106;92;0;27895;abaixo da meta;2
4400287;202101;24;24;24;10;0;10;4;4;0;9242;0;9242;4621;4621;1;1;0,416666667;0,4;0,4;0,166666667;202101;60;0;25562;abaixo da meta;1
4400287;202101;24;24;24;10;0;10;4;4;0;9242;0;9242;4621;4621;1;1;0,416666667;0,4;0,4;0,166666667;202101;65;0;26128;abaixo da meta;2
4400287;202102;14;14;14;12;0;12;10;8;2;20928;9328;11600;4185,6;2900;1;1;0,857142857;0,833333333;0,666666667;0,571428571;202102;60;0;25562;abaixo da meta;1
4400287;202102;14;14;14;12;0;12;10;8;2;20928;9328;11600;4185,6;2900;1;1;0,857142857;0,833333333;0,666666667;0,571428571;202102;65;0;26128;abaixo da meta;2
4400287;202106;10;10;10;6;2;4;4;4;0;7860;0;7860;3930;3930;1;1;0,4;1;1;0,4;202106;60;0;25562;abaixo da meta;1
4400287;202106;10;10;10;6;2;4;4;4;0;7860;0;7860;3930;3930;1;1;0,4;1;1;0,4;202106;65;0;26128;abaixo da meta;2
4400287;202109;14;14;14;12;0;12;4;4;0;8040;0;8040;4020;4020;1;1;0,857142857;0,333333333;0,333333333;0,285714286;202109;60;0;25562;abaixo da meta;1
4400287;202109;14;14;14;12;0;12;4;4;0;8040;0;8040;4020;4020;1;1;0,857142857;0,333333333;0,333333333;0,285714286;202109;65;0;26128;abaixo da meta;2
4400287;202109;2;2;2;2;0;2;0;0;0;0;0;0;0;0;1;1;1;0;0;0;202109;60;0;25562;abaixo da meta;3
4400287;202109;2;2;2;2;0;2;0;0;0;0;0;0;0;0;1;1;1;0;0;0;202109;65;0;26128;abaixo da meta;4
4400288;202104;4;4;4;2;0;2;0;0;0;0;0;0;0;0;1;1;0,5;0;0;0;202104;null;null;null;abaixo da meta;1
4400288;202107;10;10;10;2;0;2;0;0;0;0;0;0;0;0;1;1;0,2;0;0;0;202107;null;null;null;abaixo da meta;1
4400289;202102;26;26;26;20;4;16;0;0;0;0;0;0;0;0;1;1;0,615384615;0;0;0;202102;82;0;29438;abaixo da meta;1
4400289;202108;12;12;12;6;0;6;2;2;0;9984;0;9984;9984;9984;1;1;0,5;0,333333333;0,333333333;0,166666667;202108;82;0;29438;abaixo da meta;1
4400290;202107;12;12;12;8;2;6;0;0;0;0;0;0;0;0;1;1;0,5;0;0;0;202107;null;null;null;abaixo da meta;1
4400291;202102;10;10;10;8;0;8;0;0;0;0;0;0;0;0;1;1;0,8;0;0;0;202102;null;null;null;abaixo da meta;1
4400292;202107;6;6;6;4;0;4;4;4;0;7610;0;7610;3805;3805;1;1;0,666666667;1;1;0,666666667;202107;97;0;25084;abaixo da meta;1
4400292;202107;6;6;6;4;0;4;4;4;0;7610;0;7610;3805;3805;1;1;0,666666667;1;1;0,666666667;202107;100;0;24643;abaixo da meta;2
4400292;202109;16;16;16;14;0;14;4;4;0;5682;0;5682;2841;2841;1;1;0,875;0,285714286;0,285714286;0,25;202109;97;0;25084;abaixo da meta;1
4400292;202109;16;16;16;14;0;14;4;4;0;5682;0;5682;2841;2841;1;1;0,875;0,285714286;0,285714286;0,25;202109;100;0;24643;abaixo da meta;2
4400292;202109;40;40;40;32;6;26;8;6;2;16816;3460;13356;4204;4452;1;1;0,65;0,307692308;0,230769231;0,15;202109;97;0;25084;abaixo da meta;3
4400292;202109;40;40;40;32;6;26;8;6;2;16816;3460;13356;4204;4452;1;1;0,65;0,307692308;0,230769231;0,15;202109;100;0;24643;abaixo da meta;4
4400292;202109;2;2;2;2;2;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;202109;97;0;25084;abaixo da meta;5
4400292;202109;2;2;2;2;2;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;202109;100;0;24643;abaixo da meta;6
4400293;202107;2;2;2;2;0;2;2;2;0;4498;0;4498;4498;4498;1;1;1;1;1;1;202107;76;0;23522;abaixo da meta;1
4400294;202107;6;6;6;2;2;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;202107;null;null;null;abaixo da meta;1
4400295;202109;26;26;26;20;2;18;14;14;0;26786;0;26786;3826,571428;3826,571428;1;1;0,692307692;0,777777778;0,777777778;0,538461538;202109;54;0;28920;abaixo da meta;1
4400297;202105;10;10;10;6;4;2;0;0;0;0;0;0;0;0;1;1;0,2;0;0;0;202105;68;0;22729;abaixo da meta;1
4400297;202106;28;28;28;14;0;14;4;4;0;7158;0;7158;3579;3579;1;1;0,5;0,285714286;0,285714286;0,142857143;202106;68;0;22729;abaixo da meta;1
4400298;202104;38;38;38;16;0;16;2;2;0;2904;0;2904;2904;2904;1;1;0,421052632;0,125;0,125;0,052631579;202104;59;0;27988;abaixo da meta;1
4400298;202107;10;10;6;4;0;4;4;4;0;11596;0;11596;5798;5798;1;0,6;0,666666667;1;1;0,4;202107;59;0;27988;abaixo da meta;1
4400299;202104;10;10;10;6;0;6;0;0;0;0;0;0;0;0;1;1;0,6;0;0;0;202104;null;null;null;abaixo da meta;1
4400301;202106;22;22;22;20;12;8;0;0;0;0;0;0;0;0;1;1;0,363636364;0;0;0;202106;null;null;null;abaixo da meta;1
4400302;202102;20;20;20;18;0;18;10;10;0;22460;0;22460;4492;4492;1;1;0,9;0,555555556;0,555555556;0,5;202102;76;0;25922;abaixo da meta;1
4400302;202102;6;6;6;4;0;4;0;0;0;0;0;0;0;0;1;1;0,666666667;0;0;0;202102;76;0;25922;abaixo da meta;2
4400303;202107;2;2;2;2;0;2;2;2;0;0;0;0;0;0;1;1;1;1;1;1;202107;67;0;21439;abaixo da meta;1
4400304;202106;10;10;10;8;2;6;4;4;0;6060;0;6060;3030;3030;1;1;0,6;0,666666667;0,666666667;0,4;202106;86;0;22737;abaixo da meta;1
4400305;202106;2;2;2;2;2;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;202106;81;0;22932;abaixo da meta;1
4400305;202106;4;4;4;4;2;2;0;0;0;0;0;0;0;0;1;1;0,5;0;0;0;202106;81;0;22932;abaixo da meta;2
4400305;202107;2;2;2;2;0;2;0;0;0;0;0;0;0;0;1;1;1;0;0;0;202107;81;0;22932;abaixo da meta;1
4400305;202109;6;6;6;4;2;2;0;0;0;0;0;0;0;0;1;1;0,333333333;0;0;0;202109;81;0;22932;abaixo da meta;1
4400306;202103;4;4;4;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;202103;74;0;24051;abaixo da meta;1
4400306;202108;4;4;4;2;0;2;0;0;0;0;0;0;0;0;1;1;0,5;0;0;0;202108;74;0;24051;abaixo da meta;1
4400307;202101;12;12;12;8;0;8;2;2;0;2152;0;2152;2152;2152;1;1;0,666666667;0,25;0,25;0,166666667;202101;null;null;null;abaixo da meta;1
4400307;202103;6;6;6;2;0;2;0;0;0;0;0;0;0;0;1;1;0,333333333;0;0;0;202103;null;null;null;abaixo da meta;1
4400307;202104;14;14;14;14;2;12;2;2;0;4588;0;4588;4588;4588;1;1;0,857142857;0,166666667;0,166666667;0,142857143;202104;null;null;null;abaixo da meta;1
4400307;202109;2;2;2;2;0;2;0;0;0;0;0;0;0;0;1;1;1;0;0;0;202109;null;null;null;abaixo da meta;1
4400308;202106;10;10;10;4;0;4;2;2;0;1672;0;1672;1672;1672;1;1;0,4;0,5;0,5;0,2;202106;null;null;null;abaixo da meta;1
4400308;202107;4;4;2;0;0;0;0;0;0;0;0;0;0;0;1;0,5;0;0;0;0;202107;null;null;null;abaixo da meta;1
